species_key	focal_taxid	query_level_taxid	query_level_name	member_orthodb_organism_id	member_taxid	member_scientific_name
scerevisiae	4932	2759	Eukaryota	168631_0	168631	Chilo suppressalis
scerevisiae	4932	2759	Eukaryota	169141_0	169141	Pseudocyphellaria aurata
scerevisiae	4932	2759	Eukaryota	169388_0	169388	Fusarium solani
scerevisiae	4932	2759	Eukaryota	170000_0	170000	Phakopsora pachyrhizi
scerevisiae	4932	2759	Eukaryota	170446_0	170446	Ceratobasidium sp. AG-Ba
scerevisiae	4932	2759	Eukaryota	170843_0	170843	Planococcus citri
scerevisiae	4932	2759	Eukaryota	171480_0	171480	Phlegmacium glaucopus
scerevisiae	4932	2759	Eukaryota	171585_0	171585	Nymphalis io
scerevisiae	4932	2759	Eukaryota	171594_0	171594	Nymphalis polychloros
scerevisiae	4932	2759	Eukaryota	171605_0	171605	Vanessa cardui
scerevisiae	4932	2759	Eukaryota	171643_0	171643	Phrynocephalus forsythii
scerevisiae	4932	2759	Eukaryota	171969_0	171969	Carnegiea gigantea
scerevisiae	4932	2759	Eukaryota	172621_0	172621	Imshaugia aleurites
scerevisiae	4932	2759	Eukaryota	172689_0	172689	Lophotis ruficrista
scerevisiae	4932	2759	Eukaryota	172797_0	172797	Solanum stenotomum
scerevisiae	4932	2759	Eukaryota	172846_0	172846	Caerostris extrusa
scerevisiae	4932	2759	Eukaryota	172961_0	172961	Gracilaria domingensis
scerevisiae	4932	2759	Eukaryota	173247_0	173247	Echeneis naucrates
scerevisiae	4932	2759	Eukaryota	173339_0	173339	Trachinotus ovatus
scerevisiae	4932	2759	Eukaryota	173903_0	173903	Rhinopoma microphyllum
scerevisiae	4932	2759	Eukaryota	174260_0	174260	Desmophyllum pertusum
scerevisiae	4932	2759	Eukaryota	174269_0	174269	Alcis repandata
scerevisiae	4932	2759	Eukaryota	174425_0	174425	Lichina confinis
scerevisiae	4932	2759	Eukaryota	174621_0	174621	Wyeomyia smithii
scerevisiae	4932	2759	Eukaryota	174628_0	174628	Bactrocera latifrons
scerevisiae	4932	2759	Eukaryota	174628_1	174628	Bactrocera latifrons
scerevisiae	4932	2759	Eukaryota	174685_0	174685	Ordospora colligata
scerevisiae	4932	2759	Eukaryota	175006_0	175006	Malurus melanocephalus
scerevisiae	4932	2759	Eukaryota	175120_0	175120	Irena cyanogastra
scerevisiae	4932	2759	Eukaryota	175131_0	175131	Picathartes gymnocephalus
scerevisiae	4932	2759	Eukaryota	175529_0	175529	Amazona guildingii
scerevisiae	4932	2759	Eukaryota	175694_0	175694	Andrographis paniculata
scerevisiae	4932	2759	Eukaryota	175774_0	175774	Bagarius yarrelli
scerevisiae	4932	2759	Eukaryota	175797_0	175797	Silurus meridionalis
scerevisiae	4932	2759	Eukaryota	175836_0	175836	Buceros rhinoceros silvestris
scerevisiae	4932	2759	Eukaryota	176039_0	176039	Eolophus roseicapilla
scerevisiae	4932	2759	Eukaryota	176057_0	176057	Nestor notabilis
scerevisiae	4932	2759	Eukaryota	176176_0	176176	Penicillium paradoxum
scerevisiae	4932	2759	Eukaryota	176275_0	176275	Beauveria bassiana
scerevisiae	4932	2759	Eukaryota	176857_0	176857	Carpinus fangiana
scerevisiae	4932	2759	Eukaryota	176938_0	176938	Chloroceryle aenea
scerevisiae	4932	2759	Eukaryota	176943_0	176943	Baryphthengus martii
scerevisiae	4932	2759	Eukaryota	176946_0	176946	Python bivittatus
scerevisiae	4932	2759	Eukaryota	177199_0	177199	Coniochaeta pulveracea
scerevisiae	4932	2759	Eukaryota	178035_0	178035	Dufourea novaeangliae
scerevisiae	4932	2759	Eukaryota	178035_1	178035	Dufourea novaeangliae
scerevisiae	4932	2759	Eukaryota	178133_0	178133	Rhodamnia argentea
scerevisiae	4932	2759	Eukaryota	178870_0	178870	Pisolithus albus
scerevisiae	4932	2759	Eukaryota	178871_0	178871	Pisolithus marmoratus
scerevisiae	4932	2759	Eukaryota	178872_0	178872	Pisolithus microcarpus
scerevisiae	4932	2759	Eukaryota	178876_0	178876	Cryptococcus neoformans var. grubii
scerevisiae	4932	2759	Eukaryota	179666_0	179666	Tyria jacobaeae
scerevisiae	4932	2759	Eukaryota	179674_0	179674	Diachrysia chrysitis
scerevisiae	4932	2759	Eukaryota	179855_0	179855	Crepidotus variabilis
scerevisiae	4932	2759	Eukaryota	179993_0	179993	Fusarium langsethiae
scerevisiae	4932	2759	Eukaryota	180088_0	180088	Rhizopogon vesiculosus
scerevisiae	4932	2759	Eukaryota	180454_0	180454	Anopheles gambiae str. PEST
scerevisiae	4932	2759	Eukaryota	180498_0	180498	Jatropha curcas
scerevisiae	4932	2759	Eukaryota	180528_0	180528	Malassezia nana
scerevisiae	4932	2759	Eukaryota	180675_0	180675	Salvia splendens
scerevisiae	4932	2759	Eukaryota	181014_0	181014	Alternaria ethzedia
scerevisiae	4932	2759	Eukaryota	181017_0	181017	Alternaria conjuncta
scerevisiae	4932	2759	Eukaryota	181099_0	181099	Oriolus oriolus
scerevisiae	4932	2759	Eukaryota	181101_0	181101	Panurus biarmicus
scerevisiae	4932	2759	Eukaryota	181119_0	181119	Pseudopodoces humilis
scerevisiae	4932	2759	Eukaryota	181124_0	181124	Marasmius oreades
scerevisiae	4932	2759	Eukaryota	181461_0	181461	Caranx melampygus
scerevisiae	4932	2759	Eukaryota	181472_0	181472	Salarias fasciatus
scerevisiae	4932	2759	Eukaryota	181527_0	181527	Pluteus cervinus
scerevisiae	4932	2759	Eukaryota	181606_0	181606	Trichinella sp. T9
scerevisiae	4932	2759	Eukaryota	181762_0	181762	Psilocybe cubensis
scerevisiae	4932	2759	Eukaryota	181839_0	181839	Struthidea cinerea
scerevisiae	4932	2759	Eukaryota	181874_0	181874	Panaeolus cyanescens
scerevisiae	4932	2759	Eukaryota	182062_0	182062	Tetrapyrgos nigripes
scerevisiae	4932	2759	Eukaryota	182096_0	182096	Aspergillus chevalieri
scerevisiae	4932	2759	Eukaryota	182163_0	182163	Rhododendron vialii
scerevisiae	4932	2759	Eukaryota	182803_0	182803	Araneus ventricosus
scerevisiae	4932	2759	Eukaryota	182895_0	182895	Brachypodius atriceps
scerevisiae	4932	2759	Eukaryota	182897_0	182897	Pycnonotus jocosus
scerevisiae	4932	2759	Eukaryota	183268_0	183268	Hibiscus trionum
scerevisiae	4932	2759	Eukaryota	183418_0	183418	Apis laboriosa
scerevisiae	4932	2759	Eukaryota	183478_0	183478	Stemphylium lycopersici
scerevisiae	4932	2759	Eukaryota	183589_0	183589	Pseudo-nitzschia multistriata
scerevisiae	4932	2759	Eukaryota	184059_0	184059	Bombus soroeensis
scerevisiae	4932	2759	Eukaryota	184061_0	184061	Cladonia borealis
scerevisiae	4932	2759	Eukaryota	184440_0	184440	Centropristis striata
scerevisiae	4932	2759	Eukaryota	184978_0	184978	Decorospora gaudefroyi
scerevisiae	4932	2759	Eukaryota	185202_0	185202	Smallanthus sonchifolius
scerevisiae	4932	2759	Eukaryota	185431_0	185431	Trypanosoma brucei brucei TREU927
scerevisiae	4932	2759	Eukaryota	185453_0	185453	Chrysochloris asiatica
scerevisiae	4932	2759	Eukaryota	185578_0	185578	Anopheles nili
scerevisiae	4932	2759	Eukaryota	186058_0	186058	Cuscuta epithymum
scerevisiae	4932	2759	Eukaryota	186751_0	186751	Anopheles moucheti
scerevisiae	4932	2759	Eukaryota	186990_0	186990	Hipposideros armiger
scerevisiae	4932	2759	Eukaryota	187003_0	187003	Taphozous melanopogon
scerevisiae	4932	2759	Eukaryota	187106_0	187106	Caloenas nicobarica
scerevisiae	4932	2759	Eukaryota	187382_0	187382	Chlamydotis macqueenii
scerevisiae	4932	2759	Eukaryota	187437_0	187437	Locustella ochotensis
scerevisiae	4932	2759	Eukaryota	187451_0	187451	Vidua macroura
scerevisiae	4932	2759	Eukaryota	188132_0	188132	Poeciliopsis prolifica
scerevisiae	4932	2759	Eukaryota	188344_0	188344	Leptosomus discolor
scerevisiae	4932	2759	Eukaryota	188379_0	188379	Egretta garzetta
scerevisiae	4932	2759	Eukaryota	188477_0	188477	Elysia chlorotica
scerevisiae	4932	2759	Eukaryota	188568_0	188568	Aselliscus stoliczkanus
scerevisiae	4932	2759	Eukaryota	189055_0	189055	Penicillium canariense
scerevisiae	4932	2759	Eukaryota	189291_0	189291	Meloidogyne graminicola
scerevisiae	4932	2759	Eukaryota	189513_0	189513	Chrysoperla carnea
scerevisiae	4932	2759	Eukaryota	189622_0	189622	Babesia ovata
scerevisiae	4932	2759	Eukaryota	189913_0	189913	Leptidea sinapis
scerevisiae	4932	2759	Eukaryota	189913_1	189913	Leptidea sinapis
scerevisiae	4932	2759	Eukaryota	189979_0	189979	Bibio marci
scerevisiae	4932	2759	Eukaryota	190295_0	190295	Campylorhamphus procurvoides
scerevisiae	4932	2759	Eukaryota	190331_0	190331	Agriopis marginaria
scerevisiae	4932	2759	Eukaryota	190356_0	190356	Peribatodes rhomboidaria
scerevisiae	4932	2759	Eukaryota	190385_0	190385	Uranotaenia lowii
scerevisiae	4932	2759	Eukaryota	191398_0	191398	Boloria selene
scerevisiae	4932	2759	Eukaryota	191418_0	191418	Maniola jurtina
scerevisiae	4932	2759	Eukaryota	191504_0	191504	Eleusine coracana subsp. coracana
scerevisiae	4932	2759	Eukaryota	191816_0	191816	Lynx pardinus
scerevisiae	4932	2759	Eukaryota	191870_0	191870	Gracilinanus agilis
scerevisiae	4932	2759	Eukaryota	192010_0	192010	Fusarium mangiferae
scerevisiae	4932	2759	Eukaryota	192012_0	192012	Mikania micrantha
scerevisiae	4932	2759	Eukaryota	192188_0	192188	Grapholita molesta
scerevisiae	4932	2759	Eukaryota	192259_0	192259	Genlisea aurea
scerevisiae	4932	2759	Eukaryota	192404_0	192404	Sturnira hondurensis
scerevisiae	4932	2759	Eukaryota	192464_0	192464	Phthorimaea operculella
scerevisiae	4932	2759	Eukaryota	192524_0	192524	Agaricus bisporus var. burnettii
scerevisiae	4932	2759	Eukaryota	193234_0	193234	Drosophila pseudotakahashii
scerevisiae	4932	2759	Eukaryota	194338_0	194338	Athene cunicularia
scerevisiae	4932	2759	Eukaryota	194366_0	194366	Culter alburnus
scerevisiae	4932	2759	Eukaryota	194408_0	194408	Rhinatrema bivittatum
scerevisiae	4932	2759	Eukaryota	194682_0	194682	Phlebia brevispora
scerevisiae	4932	2759	Eukaryota	195108_0	195108	Fusarium falciforme
scerevisiae	4932	2759	Eukaryota	195168_0	195168	Agrypnus murinus
scerevisiae	4932	2759	Eukaryota	195172_0	195172	Cantharis rustica
scerevisiae	4932	2759	Eukaryota	195482_0	195482	Cryptosporidium canis
scerevisiae	4932	2759	Eukaryota	195482_1	195482	Cryptosporidium canis
scerevisiae	4932	2759	Eukaryota	195615_0	195615	Hippoglossus stenolepis
scerevisiae	4932	2759	Eukaryota	195821_0	195821	Anableps anableps
scerevisiae	4932	2759	Eukaryota	195883_0	195883	Laodelphax striatellus
scerevisiae	4932	2759	Eukaryota	196109_0	196109	Microdochium bolleyi
scerevisiae	4932	2759	Eukaryota	197043_0	197043	Homalodisca vitripennis
scerevisiae	4932	2759	Eukaryota	197043_1	197043	Homalodisca vitripennis
scerevisiae	4932	2759	Eukaryota	197152_0	197152	Cloeon dipterum
scerevisiae	4932	2759	Eukaryota	197161_0	197161	Ischnura elegans
scerevisiae	4932	2759	Eukaryota	198213_0	198213	Rhynchospora tenuis
scerevisiae	4932	2759	Eukaryota	198635_0	198635	Eristalis tenax
scerevisiae	4932	2759	Eukaryota	198719_0	198719	Drosophila innubila
scerevisiae	4932	2759	Eukaryota	198719_1	198719	Drosophila innubila
scerevisiae	4932	2759	Eukaryota	198730_0	198730	Talaromyces verruculosus
scerevisiae	4932	2759	Eukaryota	198806_0	198806	Calidris pugnax
scerevisiae	4932	2759	Eukaryota	198940_0	198940	Calcarius ornatus
scerevisiae	4932	2759	Eukaryota	200324_0	200324	Puccinia coronata f. sp. avenae
scerevisiae	4932	2759	Eukaryota	200361_0	200361	Aegilops tauschii subsp. strangulata
scerevisiae	4932	2759	Eukaryota	200407_0	200407	Apis mellifera caucasica
scerevisiae	4932	2759	Eukaryota	200917_0	200917	Acanthoscelides obtectus
scerevisiae	4932	2759	Eukaryota	201153_0	201153	Carpediemonas membranifera
scerevisiae	4932	2759	Eukaryota	201217_0	201217	Leucoagaricus leucothites
scerevisiae	4932	2759	Eukaryota	201329_0	201329	Illadopsis cleaveri
scerevisiae	4932	2759	Eukaryota	202137_0	202137	Polydrusus cervinus
scerevisiae	4932	2759	Eukaryota	202257_0	202257	Galemys pyrenaicus
scerevisiae	4932	2759	Eukaryota	202280_0	202280	Harpia harpyja
scerevisiae	4932	2759	Eukaryota	202533_0	202533	Stegodyphus dumicola
scerevisiae	4932	2759	Eukaryota	202533_1	202533	Stegodyphus dumicola
scerevisiae	4932	2759	Eukaryota	202700_0	202700	Amylocystis lapponica
scerevisiae	4932	2759	Eukaryota	202808_0	202808	Vespa velutina
scerevisiae	4932	2759	Eukaryota	202808_1	202808	Vespa velutina
scerevisiae	4932	2759	Eukaryota	202946_0	202946	Apteryx mantelli mantelli
scerevisiae	4932	2759	Eukaryota	203109_0	203109	Penicillium manginii
scerevisiae	4932	2759	Eukaryota	203781_0	203781	Glaucopsyche alexis
scerevisiae	4932	2759	Eukaryota	203782_0	203782	Celastrina argiolus
scerevisiae	4932	2759	Eukaryota	203993_0	203993	Pocillopora verrucosa
scerevisiae	4932	2759	Eukaryota	204263_0	204263	Eira barbara
scerevisiae	4932	2759	Eukaryota	205130_0	205130	Mastacembelus armatus
scerevisiae	4932	2759	Eukaryota	205686_0	205686	Ascochyta lentis
scerevisiae	4932	2759	Eukaryota	205761_0	205761	Gloeopeniophorella convolvens
scerevisiae	4932	2759	Eukaryota	205917_0	205917	Dentipellis fragilis
scerevisiae	4932	2759	Eukaryota	205924_0	205924	Entomortierella parvispora
scerevisiae	4932	2759	Eukaryota	206008_0	206008	Panicum hallii
scerevisiae	4932	2759	Eukaryota	206335_0	206335	Rhodocollybia butyracea
scerevisiae	4932	2759	Eukaryota	206669_0	206669	Holothuria leucospilota
scerevisiae	4932	2759	Eukaryota	207624_0	207624	Bombus campestris
scerevisiae	4932	2759	Eukaryota	207636_0	207636	Bombus haemorrhoidalis
scerevisiae	4932	2759	Eukaryota	207650_0	207650	Bombus vosnesenskii
scerevisiae	4932	2759	Eukaryota	207710_0	207710	Prosopis alba
scerevisiae	4932	2759	Eukaryota	208069_0	208069	Sylvietta virens
scerevisiae	4932	2759	Eukaryota	208073_0	208073	Hylia prasina
scerevisiae	4932	2759	Eukaryota	208333_0	208333	Girardinichthys multiradiatus
scerevisiae	4932	2759	Eukaryota	208348_0	208348	Puccinia triticina
scerevisiae	4932	2759	Eukaryota	208452_0	208452	Plasmodium coatneyi
scerevisiae	4932	2759	Eukaryota	209281_0	209281	Thelotrema lepadinum
scerevisiae	4932	2759	Eukaryota	209559_0	209559	Aspergillus alliaceus
scerevisiae	4932	2759	Eukaryota	210143_0	210143	Corchorus capsularis
scerevisiae	4932	2759	Eukaryota	210225_0	210225	Nymphaea colorata
scerevisiae	4932	2759	Eukaryota	210248_0	210248	Acrocera orbiculus
scerevisiae	4932	2759	Eukaryota	210409_0	210409	Portunus trituberculatus
scerevisiae	4932	2759	Eukaryota	210409_1	210409	Portunus trituberculatus
scerevisiae	4932	2759	Eukaryota	210430_0	210430	Setomelanomma holmii
scerevisiae	4932	2759	Eukaryota	210448_0	210448	Fragilaria crotonensis
scerevisiae	4932	2759	Eukaryota	210632_0	210632	Parambassis ranga
scerevisiae	4932	2759	Eukaryota	211096_0	211096	Hanseniaspora opuntiae
scerevisiae	4932	2759	Eukaryota	211228_0	211228	Cephus cinctus
scerevisiae	4932	2759	Eukaryota	212602_0	212602	Erysiphe neolycopersici
scerevisiae	4932	2759	Eukaryota	212818_0	212818	Exophiala mesophila
scerevisiae	4932	2759	Eukaryota	212818_1	212818	Exophiala mesophila
scerevisiae	4932	2759	Eukaryota	213866_0	213866	Eciton burchellii
scerevisiae	4932	2759	Eukaryota	214171_0	214171	Hydraecia micacea
scerevisiae	4932	2759	Eukaryota	214277_0	214277	Noctua pronuba
scerevisiae	4932	2759	Eukaryota	214311_0	214311	Phragmatobia fuliginosa
scerevisiae	4932	2759	Eukaryota	214431_0	214431	Scortum barcoo
scerevisiae	4932	2759	Eukaryota	214514_0	214514	Perognathus longimembris pacificus
scerevisiae	4932	2759	Eukaryota	214684_0	214684	Cryptococcus neoformans var. neoformans JEC21
scerevisiae	4932	2759	Eukaryota	214687_0	214687	Musa acuminata subsp. malaccensis
scerevisiae	4932	2759	Eukaryota	215162_0	215162	Agrotis exclamationis
scerevisiae	4932	2759	Eukaryota	215227_0	215227	Papaver bracteatum
scerevisiae	4932	2759	Eukaryota	215243_0	215243	Exophiala oligosperma
scerevisiae	4932	2759	Eukaryota	215250_0	215250	Acaromyces ingoldii
scerevisiae	4932	2759	Eukaryota	215358_0	215358	Larimichthys crocea
scerevisiae	4932	2759	Eukaryota	215402_0	215402	Channa argus
scerevisiae	4932	2759	Eukaryota	215460_0	215460	Lachnellula occidentalis
scerevisiae	4932	2759	Eukaryota	215461_0	215461	Lachnellula willkommii
scerevisiae	4932	2759	Eukaryota	215465_0	215465	Septoria linicola
scerevisiae	4932	2759	Eukaryota	215637_0	215637	Dimargaris cristalligena
scerevisiae	4932	2759	Eukaryota	217165_0	217165	Caligus rogercresseyi
scerevisiae	4932	2759	Eukaryota	217217_0	217217	Bombus confusus
scerevisiae	4932	2759	Eukaryota	217475_0	217475	Arachis stenosperma
scerevisiae	4932	2759	Eukaryota	217509_0	217509	Carassius carassius
scerevisiae	4932	2759	Eukaryota	217634_0	217634	Anoplophora glabripennis
scerevisiae	4932	2759	Eukaryota	218467_0	218467	Centruroides sculpturatus
scerevisiae	4932	2759	Eukaryota	218467_1	218467	Centruroides sculpturatus
scerevisiae	4932	2759	Eukaryota	218720_0	218720	Carterocephalus palaemon
scerevisiae	4932	2759	Eukaryota	218760_0	218760	Pyrgus malvae
scerevisiae	4932	2759	Eukaryota	218843_0	218843	Turnera subulata
scerevisiae	4932	2759	Eukaryota	218851_0	218851	Aquilegia coerulea
scerevisiae	4932	2759	Eukaryota	219539_0	219539	Scaeva pyrastri
scerevisiae	4932	2759	Eukaryota	219545_0	219545	Ameiurus melas
scerevisiae	4932	2759	Eukaryota	219594_0	219594	Aythya fuligula
scerevisiae	4932	2759	Eukaryota	219809_0	219809	Pseudomyrmex gracilis
scerevisiae	4932	2759	Eukaryota	219896_0	219896	Syzygium oleosum
scerevisiae	4932	2759	Eukaryota	220672_0	220672	Plenodomus biglobosus
scerevisiae	4932	2759	Eukaryota	220801_0	220801	Mycena crocata
scerevisiae	4932	2759	Eukaryota	220873_0	220873	Tegillarca granosa
scerevisiae	4932	2759	Eukaryota	221103_0	221103	Moniliophthora roreri
scerevisiae	4932	2759	Eukaryota	221167_0	221167	Fusarium xylarioides
scerevisiae	4932	2759	Eukaryota	221518_0	221518	Phytophthora pseudosyringae
scerevisiae	4932	2759	Eukaryota	221966_0	221966	Chaetops frenatus
scerevisiae	4932	2759	Eukaryota	221976_0	221976	Pyrgilauda ruficollis
scerevisiae	4932	2759	Eukaryota	222440_0	222440	Streblomastix strix
scerevisiae	4932	2759	Eukaryota	222702_0	222702	Lactarius indigo
scerevisiae	4932	2759	Eukaryota	222778_0	222778	Tenthredo mesomela
scerevisiae	4932	2759	Eukaryota	222816_0	222816	Orussus abietinus
scerevisiae	4932	2759	Eukaryota	222929_0	222929	Coccidioides posadasii C735 delta SOWgp
scerevisiae	4932	2759	Eukaryota	223409_0	223409	Ptychographa xylographoides
scerevisiae	4932	2759	Eukaryota	223429_0	223429	Xylographa vitiligo
scerevisiae	4932	2759	Eukaryota	223615_0	223615	Phytomonas sp. Hart1
scerevisiae	4932	2759	Eukaryota	223781_0	223781	Aquila chrysaetos chrysaetos
scerevisiae	4932	2759	Eukaryota	223818_0	223818	Malassezia japonica
scerevisiae	4932	2759	Eukaryota	224129_0	224129	Agrilus planipennis
scerevisiae	4932	2759	Eukaryota	224129_1	224129	Agrilus planipennis
scerevisiae	4932	2759	Eukaryota	224669_0	224669	Buteo japonicus
scerevisiae	4932	2759	Eukaryota	225117_0	225117	Pyrus x bretschneideri
scerevisiae	4932	2759	Eukaryota	225164_0	225164	Lottia gigantea
scerevisiae	4932	2759	Eukaryota	225359_0	225359	Erysiphe pulchra
scerevisiae	4932	2759	Eukaryota	225398_0	225398	Himantopus himantopus
scerevisiae	4932	2759	Eukaryota	225400_0	225400	Myotis davidii
scerevisiae	4932	2759	Eukaryota	226126_0	226126	Saccharomyces mikatae IFO 1815
scerevisiae	4932	2759	Eukaryota	226133_0	226133	Protocalliphora azurea
scerevisiae	4932	2759	Eukaryota	226149_0	226149	Volucella inflata
scerevisiae	4932	2759	Eukaryota	226151_0	226151	Volucella inanis
scerevisiae	4932	2759	Eukaryota	226160_0	226160	Portevinia maculata
scerevisiae	4932	2759	Eukaryota	226161_0	226161	Rhingia campestris
scerevisiae	4932	2759	Eukaryota	226170_0	226170	Chalcosyrphus nemorum
scerevisiae	4932	2759	Eukaryota	226178_0	226178	Baccha elongata
scerevisiae	4932	2759	Eukaryota	226208_0	226208	Salvia miltiorrhiza
scerevisiae	4932	2759	Eukaryota	226230_0	226230	Saccharomyces kudriavzevii IFO 1802
scerevisiae	4932	2759	Eukaryota	227087_0	227087	Bradypus torquatus
scerevisiae	4932	2759	Eukaryota	227182_0	227182	Chionis minor
scerevisiae	4932	2759	Eukaryota	227184_0	227184	Rynchops niger
scerevisiae	4932	2759	Eukaryota	227192_0	227192	Pedionomus torquatus
scerevisiae	4932	2759	Eukaryota	227226_0	227226	Nycticryphes semicollaris
scerevisiae	4932	2759	Eukaryota	227228_0	227228	Pluvianellus socialis
scerevisiae	4932	2759	Eukaryota	227321_0	227321	Aspergillus nidulans FGSC A4
scerevisiae	4932	2759	Eukaryota	227480_0	227480	Lochmaea capreae
scerevisiae	4932	2759	Eukaryota	227532_0	227532	Anthocharis cardamines
scerevisiae	4932	2759	Eukaryota	229202_0	229202	Vaccinium darrowii
scerevisiae	4932	2759	Eukaryota	229290_0	229290	Anoplopoma fimbria
scerevisiae	4932	2759	Eukaryota	229533_0	229533	Fusarium graminearum PH-1
scerevisiae	4932	2759	Eukaryota	229535_0	229535	Penicillium nordicum
scerevisiae	4932	2759	Eukaryota	230148_0	230148	Liparis tanakae
scerevisiae	4932	2759	Eukaryota	230172_0	230172	Ovis ammon polii
scerevisiae	4932	2759	Eukaryota	230603_0	230603	Saccharomyces uvarum
scerevisiae	4932	2759	Eukaryota	230685_0	230685	Acromyrmex heyeri
scerevisiae	4932	2759	Eukaryota	230686_0	230686	Acromyrmex insinuator
scerevisiae	4932	2759	Eukaryota	230801_0	230801	Mycena polygramma
scerevisiae	4932	2759	Eukaryota	230804_0	230804	Mycena capillaripes
scerevisiae	4932	2759	Eukaryota	230806_0	230806	Mycena epipterygia
scerevisiae	4932	2759	Eukaryota	230807_0	230807	Mycena haematopus
scerevisiae	4932	2759	Eukaryota	230808_0	230808	Mycena leptocephala
scerevisiae	4932	2759	Eukaryota	230809_0	230809	Mycena maculata
scerevisiae	4932	2759	Eukaryota	230810_0	230810	Mycena olivaceomarginata
scerevisiae	4932	2759	Eukaryota	230812_0	230812	Mycena sanguinolenta
scerevisiae	4932	2759	Eukaryota	230812_1	230812	Mycena sanguinolenta
scerevisiae	4932	2759	Eukaryota	230819_0	230819	Coprinopsis marcescibilis
scerevisiae	4932	2759	Eukaryota	230839_0	230839	Peronosclerospora sorghi
scerevisiae	4932	2759	Eukaryota	230844_0	230844	Peromyscus maniculatus bairdii
scerevisiae	4932	2759	Eukaryota	230985_0	230985	Symbiodinium sp. KB8
scerevisiae	4932	2759	Eukaryota	231269_0	231269	Fusarium coffeatum
scerevisiae	4932	2759	Eukaryota	231887_0	231887	Amblyteles armatorius
scerevisiae	4932	2759	Eukaryota	231916_0	231916	Gymnopilus dilepis
scerevisiae	4932	2759	Eukaryota	232088_0	232088	Alternaria arbusti
scerevisiae	4932	2759	Eukaryota	233779_0	233779	Spea bombifrons
scerevisiae	4932	2759	Eukaryota	235443_0	235443	Cryptococcus neoformans var. grubii H99
scerevisiae	4932	2759	Eukaryota	235915_0	235915	Panthera leo x Panthera tigris
scerevisiae	4932	2759	Eukaryota	236234_0	236234	Diplodia corticola
scerevisiae	4932	2759	Eukaryota	236850_0	236850	Sarcophaga subvicina
scerevisiae	4932	2759	Eukaryota	237420_0	237420	Donacobius atricapilla
scerevisiae	4932	2759	Eukaryota	237433_0	237433	Nicator chloris
scerevisiae	4932	2759	Eukaryota	237438_0	237438	Rhabdornis inornatus
scerevisiae	4932	2759	Eukaryota	237442_0	237442	Tichodroma muraria
scerevisiae	4932	2759	Eukaryota	237561_0	237561	Candida albicans SC5314
scerevisiae	4932	2759	Eukaryota	237631_0	237631	Ustilago maydis 521
scerevisiae	4932	2759	Eukaryota	237895_0	237895	Cryptosporidium hominis
scerevisiae	4932	2759	Eukaryota	238572_0	238572	Dendrolimus punctatus
scerevisiae	4932	2759	Eukaryota	238744_0	238744	Menidia menidia
scerevisiae	4932	2759	Eukaryota	239206_0	239206	Trametes polyzona
scerevisiae	4932	2759	Eukaryota	239371_0	239371	Sapayoa aenigma
scerevisiae	4932	2759	Eukaryota	239386_0	239386	Serilophus lunatus
scerevisiae	4932	2759	Eukaryota	240159_0	240159	Collichthys lucidus
scerevisiae	4932	2759	Eukaryota	240163_0	240163	Nibea albiflora
scerevisiae	4932	2759	Eukaryota	240176_0	240176	Coprinopsis cinerea okayama7#130
scerevisiae	4932	2759	Eukaryota	240201_0	240201	Burhinus bistriatus
scerevisiae	4932	2759	Eukaryota	240206_0	240206	Pterocles gutturalis
scerevisiae	4932	2759	Eukaryota	240209_0	240209	Rhinoptilus africanus
scerevisiae	4932	2759	Eukaryota	240729_0	240729	Tricholaema leucomelas
scerevisiae	4932	2759	Eukaryota	240869_0	240869	Bombylius major
scerevisiae	4932	2759	Eukaryota	241271_0	241271	Cheilinus undulatus
scerevisiae	4932	2759	Eukaryota	241442_0	241442	Beaufortia kweichowensis
scerevisiae	4932	2759	Eukaryota	241478_0	241478	Soboliphyme baturini
scerevisiae	4932	2759	Eukaryota	241526_0	241526	Candida africana
scerevisiae	4932	2759	Eukaryota	242267_0	242267	Plebejus argus
scerevisiae	4932	2759	Eukaryota	242507_0	242507	Pyricularia oryzae 70-15
scerevisiae	4932	2759	Eukaryota	243059_0	243059	Dasyornis broadbenti
scerevisiae	4932	2759	Eukaryota	243211_0	243211	Sticta canariensis
scerevisiae	4932	2759	Eukaryota	243314_0	243314	Hemiprocne comata
scerevisiae	4932	2759	Eukaryota	243888_0	243888	Larus smithsonianus
scerevisiae	4932	2759	Eukaryota	244254_0	244254	Drosophila bunnanda
scerevisiae	4932	2759	Eukaryota	244447_0	244447	Cynoglossus semilaevis
scerevisiae	4932	2759	Eukaryota	245042_0	245042	Lamprotornis superbus
scerevisiae	4932	2759	Eukaryota	245048_0	245048	Buphagus erythrorhynchus
scerevisiae	4932	2759	Eukaryota	245174_0	245174	Wallemia ichthyophaga
scerevisiae	4932	2759	Eukaryota	245562_0	245562	Acidomyces sp. 'richmondensis'
scerevisiae	4932	2759	Eukaryota	245834_0	245834	Neohortaea acidophila
scerevisiae	4932	2759	Eukaryota	246404_0	246404	Chytriomyces confervae
scerevisiae	4932	2759	Eukaryota	246409_0	246409	Rhizopus delemar RA 99-880
scerevisiae	4932	2759	Eukaryota	246410_0	246410	Coccidioides immitis RS
scerevisiae	4932	2759	Eukaryota	246437_0	246437	Tupaia chinensis
