node_id	species	protocol	seed	space	label	umap1	umap2
FGRAMPH1_01G00015	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.3676633834838867	4.894792556762695
FGRAMPH1_01G00021	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.777184247970581	-2.78908634185791
FGRAMPH1_01G00037	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	11.667502403259277	2.17337965965271
FGRAMPH1_01G00041	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.146996259689331	0.49544239044189453
FGRAMPH1_01G00047	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-9.030172348022461	3.896103858947754
FGRAMPH1_01G00055	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0119082927703857	-0.7919329404830933
FGRAMPH1_01G00057	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.1125162839889526	-8.486741065979004
FGRAMPH1_01G00071	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-10.454597473144531	-1.1882621049880981
FGRAMPH1_01G00083	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	5.250373840332031	-4.120377540588379
FGRAMPH1_01G00101	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.733125686645508	-12.608738899230957
FGRAMPH1_01G00103	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.161057472229004	6.4445061683654785
FGRAMPH1_01G00111	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7206875085830688	-8.696243286132812
FGRAMPH1_01G00121	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.041981220245361	-11.854479789733887
FGRAMPH1_01G00147	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.3919817209243774	8.427033424377441
FGRAMPH1_01G00153	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-0.078947052359581	-0.23614059388637543
FGRAMPH1_01G00165	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.7493904829025269	-2.9491512775421143
FGRAMPH1_01G00171	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	0.9503413438796997	-3.0695548057556152
FGRAMPH1_01G00205	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-4.929930686950684	-1.6023619174957275
FGRAMPH1_01G00217	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	12.0996675491333	-4.910830497741699
FGRAMPH1_01G00251	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.618027687072754	2.268519639968872
FGRAMPH1_01G00265	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.6924102306365967	-0.7546495795249939
FGRAMPH1_01G00269	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.8049671649932861	9.21994686126709
FGRAMPH1_01G00291	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-2.567671537399292	-1.407128095626831
FGRAMPH1_01G00311	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.045263290405273	-11.851336479187012
FGRAMPH1_01G00331	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.7352213859558105	-12.301592826843262
FGRAMPH1_01G00333	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0756680965423584	0.703254759311676
FGRAMPH1_01G00343	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	3.2541987895965576	4.324921607971191
FGRAMPH1_01G00349	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-3.564542770385742	-1.1210854053497314
FGRAMPH1_01G00351	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.292206048965454	-2.8487119674682617
FGRAMPH1_01G00365	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.3776445388793945	-11.642508506774902
FGRAMPH1_01G00377	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.829307556152344	5.363064289093018
FGRAMPH1_01G00413	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.4979352951049805	-10.557098388671875
FGRAMPH1_01G00421	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.521843671798706	5.430943489074707
FGRAMPH1_01G00431	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.7033579349517822	7.4167633056640625
FGRAMPH1_01G00443	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.2399914264678955	-8.99572467803955
FGRAMPH1_01G00457	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	3.0646533966064453	4.7700371742248535
FGRAMPH1_01G00459	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-10.267378807067871	-0.8365662693977356
FGRAMPH1_01G00465	fgraminearum	fgraminearum_newlabel	1029	bio_input	1	-2.856433868408203	4.700265884399414
FGRAMPH1_01G00467	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.7899658679962158	10.143918991088867
FGRAMPH1_01G00473	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.044915199279785	1.0774153470993042
FGRAMPH1_01G00505	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-1.4332696199417114	8.49964714050293
FGRAMPH1_01G00523	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	2.3096179962158203	7.349876880645752
FGRAMPH1_01G00533	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	7.202037811279297	-12.307637214660645
FGRAMPH1_01G00559	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	6.3094916343688965	2.3137340545654297
FGRAMPH1_01G00563	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	-5.010359764099121	7.811233997344971
FGRAMPH1_01G00573	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.4037803411483765	5.460171699523926
FGRAMPH1_01G00597	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	1.0037181377410889	-2.351299285888672
FGRAMPH1_01G00613	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.884491920471191	5.732351779937744
FGRAMPH1_01G00619	fgraminearum	fgraminearum_newlabel	1029	bio_input	0	4.199698448181152	4.111493110656738
